_sid,date,dayoftheweek,col_1,col_2,col_3,col_4,col_5,col_6,col_7
217,2016/05/05,Thu,3.3658839392,-1.8808190849,-1.2605798252,-1.1367761977,-0.6014486042,-0.5376930455,-0.5142366855
218,2016/05/06,Fri,-4.2775998949,-1.6238100246,0.9073672591,0.0321192609,-0.0008528034,-0.0002527441,-4.22981733236353E-05
219,2016/05/07,Sat,-4.6095279679,3.4616967176,-1.5373833675,0.5961690365,-0.4646935357,-0.3052974255,-0.2597786554
220,2016/05/08,Sun,-2.1336743477,-2.1136335035,-1.7984981977,0.9784209874,-0.3953189119,-0.3828127851,0.1166854028
221,2016/05/09,Mon,-0.9165215479,-0.385092143,-0.2869372237,-0.2467859275,-0.004368586,-0.0036550021,0.0014173427
222,2016/05/10,Tue,-0.2647035002,0.2239975029,0.0701624651,-0.0701452875,-0.0098989035,0.0093869534,-0.0062295004
223,2016/05/11,Wed,2.6819899908,1.7975479412,-1.7366430084,-1.1639488122,-1.1218084951,1.0281616584,0.7956847266
224,2016/05/12,Thu,3.4402776232,-2.8615360346,-2.6019873531,1.9540593184,-0.545994458,-0.5457324672,-0.4962331282
225,2016/05/13,Fri,3.6659516004,-0.5815030266,0.3662817751,0.3530206849,-0.0093731066,0.0092960489,0.0090019634
226,2016/05/14,Sat,-4.5059234806,-2.3840060986,-1.314604571,0.2314698148,0.229820048,0.2281820396,0.2260388069
227,2016/05/15,Sun,5.7878007564,-0.664351632,-0.3760945325,0.293152927,-0.1136793215,0.059289564,0.0150490765
228,2016/05/16,Mon,0.2709057883,-0.2708394634,0.1159687644,-0.1070923351,-0.0696408433,0.0079937112,0
229,2016/05/17,Tue,-0.3172453376,-0.3149842184,-0.3116322341,0.2340318335,0.1521880555,-0.1499274938,-0.0569136369
230,2016/05/18,Wed,2.5802082174,-0.4543117615,-0.4540937639,0.1113673972,-0.083635495,0.0538226303,-0.040420109
231,2016/05/19,Thu,-1.2192424844,-1.0486331591,-0.8670399702,-0.1071428367,0.0281115861,0.0182806226,0.0075337825
232,2016/05/20,Fri,4.5647262536,4.503684872,-4.3298313401,2.7273087784,-1.3810154581,-0.7818033975,-0.6464174708
233,2016/05/21,Sat,-4.6767964177,-1.4649072476,0.4217516552,0.1321047574,-0.1301425078,-0.0668904452,0.0660898752
234,2016/05/22,Sun,-6.9944478393,-5.4129380055,-4.0332513447,-1.092631135,1.0504528327,-0.8187923408,-0.8100789547
235,2016/05/23,Mon,0.6367380071,0.3511143261,-0.3469120579,0.3417591165,-0.0601754483,-0.0340657808,-0.0249767008
236,2016/05/24,Tue,-1.0431020042,0.1654596237,-0.0900135283,-0.0585347029,0.0432677225,0.0329941674,0.0169582912
237,2016/05/25,Wed,-2.9753365603,-2.4600935992,0.0217750493,-0.0084439642,0.0083429037,0.0062164073,0.0015778694
238,2016/05/26,Thu,3.6371897073,-1.8969799366,1.6229042355,-1.5987980387,1.5856540857,-1.0522937799,0.964449924
239,2016/05/27,Fri,4.9976007929,-1.9379778086,-1.9197750724,-1.8360266672,-1.3461569798,-1.3318315092,-1.3193220895
240,2016/05/28,Sat,4.0213750551,-3.089440131,-2.0706329128,-1.780888019,0.2824892104,0.1451933682,-0.1402738931
241,2016/05/29,Sun,2.8848293967,-2.3708042538,2.2792852634,-2.1912991355,-0.6863779602,0.3935566797,-0.3753557273
242,2016/05/30,Mon,0.379607739,0.319428898,-0.1665984618,-0.1116591498,0.10111611,-0.0976900707,-0.0305993419
243,2016/05/31,Tue,-0.4905039709,-0.1536399616,-0.1144791574,-0.0752112722,0.0380844041,-0.0218369069,0.0186819101
244,2016/06/01,Wed,-2.2529617403,1.000568851,-0.999775234,0.9915559353,0.1486116368,0.0819484217,0.0242869373
245,2016/06/02,Thu,-3.5917107228,-1.4802103825,1.4798479876,1.4640998102,0.9812824092,-0.1556536346,-0.1488633893
246,2016/06/03,Fri,-4.83058885,3.711122401,-3.5191910969,3.4976841022,-0.4629246122,-0.294761695,-0.2535155159
247,2016/06/04,Sat,-5.9952410051,-5.3597254561,5.1395708453,3.2725600976,0.115843073,0.113941827,0.1027514119
248,2016/06/05,Sun,4.7828320032,3.5637510699,1.8855189887,-0.983394318,-0.2496084527,-0.1705478994,-0.0432890413
249,2016/06/06,Mon,0.9129452507,0.3465610825,0.3355974359,-0.3315808796,-0.0467926964,0.0268300839,-0.0035510086
250,2016/06/07,Tue,0.2822400161,-0.191012128,-0.1909204725,0.1588028269,-0.156444011,0.0669866143,-0.0661848933
251,2016/06/08,Wed,-2.770375341,-2.2906257849,-2.2742996888,-2.0680148549,-0.8689116737,-0.85966493,0.8544112201
252,2016/06/09,Thu,-2.293527488,1.7224098936,1.5532491719,-1.1664703192,0.7347456497,0.2177555239,-0.1862942012
253,2016/06/10,Fri,0.7493860483,-0.4021002587,-0.3111816432,0.0895902272,-0.0383609826,0.037061227,0.0006560551
254,2016/06/11,Sat,-5.753545648,-5.6766068884,-4.7766999887,-3.0415064315,-2.7767288517,2.309612926,-2.2313580896
255,2016/06/12,Sun,2.8848293967,2.8845751281,-0.7568399772,-0.2050323307,-0.0844976135,-0.0355031119,0.0349757579
256,2016/06/13,Mon,-0.1586226688,0.0909513628,-0.0223060023,-0.0152408374,-0.0127513325,-0.0125420544,-0.0039285324
257,2016/06/14,Tue,1.9812147114,1.7866363409,-1.6042702258,0.6481855645,0.0229446688,0.0205124574,0.0205026147
258,2016/06/15,Wed,-0.0265539279,0.0206978858,0.0056071771,0.0036838402,-0.0033763189,0.0024957098,0.0013204368
259,2016/06/16,Thu,-2.5741525334,2.4551048074,-2.4531575022,-0.4105498917,0.3947016362,0.3603409842,0.0445284607
260,2016/06/17,Fri,3.7255658024,-0.0329761352,0.0176941011,-0.0092283762,-0.0068761845,0.0037407895,-0.0006586618
261,2016/06/18,Sat,1.6254347298,-1.201489976,-0.8052736364,-0.726186382,-0.2992748317,-0.2732215363,0.1849086738
262,2016/06/19,Sun,-6.9572205775,3.0897897974,-0.8633351556,-0.7138302666,0.6769124938,0.2680066808,-0.2406506173
263,2016/06/20,Mon,-0.0088513093,0.0066472204,-0.0044986524,0.0040394645,-0.0037302776,-0.0025487559,0.0024440639
264,2016/06/21,Tue,1.653657359,-0.7080674224,0.4059930242,0.3454608952,0.0487514443,0.0407881708,0.0402427347
265,2016/06/22,Wed,2.9507632363,1.6704496027,-1.429103009,0.2266881333,0.1165128167,0.1063698227,-0.0412482638
266,2016/06/23,Thu,1.6806681473,1.6198202062,1.355231709,0.4244975781,0.2702937419,-0.2427042328,0.0636794876
267,2016/06/24,Fri,3.2849329936,-2.0691398547,0.273854281,0.2701921898,-0.2669584281,0.2020348045,0.1737639543
268,2016/06/25,Sat,2.6169885315,1.0361315774,-0.4186361628,0.1276047488,0.0722380228,0.0025571034,-0.0024520685
269,2016/06/26,Sun,1.8963405182,-0.5298669306,-0.5106833031,-0.3320911422,-0.2794450604,-0.2794204302,-0.2403209634
270,2016/06/27,Mon,-0.9165215479,-0.9164407658,-0.3478880071,-0.2285577585,-0.210279089,-0.0296745867,0.0072777513
271,2016/06/28,Tue,-0.8080752906,-0.7377284988,-0.7143900602,0.2770273459,0.2768944167,-0.2507495923,0.1401161262
272,2016/06/29,Wed,-0.5282268598,0.4117349143,-0.3209333954,-0.3166417431,0.2396352613,0.1756982539,0.1604028865
273,2016/06/30,Thu,-3.9990206934,0.980767765,0.6701210649,0.2922831902,0.2795326074,-0.0852045077,-0.0768364322
274,2016/07/01,Fri,1.9796257509,1.6562650467,-1.2724333425,0.5141109715,-0.3479358883,0.321304335,0.2703682752
275,2016/07/02,Sat,5.9994711606,5.1049711559,2.1449406037,-1.9260015415,1.6477327983,-1.2374263176,1.1734292781
276,2016/07/03,Sun,-4.0136731039,-1.5891141265,-1.3667484425,0.3934914096,0.2637294232,-0.216737544,0.1781187795
277,2016/07/04,Mon,0.8509035245,-0.0976708026,-0.0247911316,0.0247714681,-0.0244035191,-0.0025864683,0.002498833
278,2016/07/05,Tue,-1.9995103467,1.7106210498,-1.7106042969,1.4475482595,1.0613283717,0.9570935586,0.5277669247
279,2016/07/06,Wed,0,0,0,0,0,0,0
280,2016/07/07,Thu,-1.0494994148,-1.0322747633,-0.3233381672,0.0985569076,0.0121789848,0.0109828666,0.0027877081
281,2016/07/08,Fri,4.1832781927,-4.0415393988,2.1685805884,-2.0848679387,-1.4245104428,-1.0862724759,-1.0857512374
282,2016/07/09,Sat,-0.0531078557,-0.0514277601,0.0513869694,-0.0058984437,-0.0015979225,-0.0015197117,0.0014572884
283,2016/07/10,Sun,0.2477881191,-0.1292341418,0.1239257557,-0.0930666621,-0.059259081,-0.0571136288,0.0221476164
284,2016/07/11,Mon,-0.7509872468,0.7121477944,-0.4582942623,0.4427662307,0.2819260874,-0.1139087525,-0.0953024001
285,2016/07/12,Tue,1.3404583517,1.2332565867,0.9042117915,0.6895143426,-0.0791457754,-0.0612501781,0.0097156667
286,2016/07/13,Wed,2.9507632363,0.3646350276,0.353099602,0.3004536958,0.2955225733,0.2848232927,-0.0747304698
287,2016/07/14,Thu,-2.9567227866,-2.9081962995,1.871535218,-1.8710770164,-1.3941641092,1.3296877175,0.7035147493
288,2016/07/15,Fri,-2.86690936,-0.8496618523,0.4871807034,0.4393338816,-0.4357220533,0.4357177861,-0.4209546959
289,2016/07/16,Sat,-4.6095279679,4.5410592401,3.1027319231,3.0806176608,-2.9540790559,-2.6969124444,-2.452295546
290,2016/07/17,Sun,5.4172347709,2.1448194902,-0.5627467,-0.0843429051,-0.0832150374,0.052416153,-0.0004639516
291,2016/07/18,Mon,0.9893582466,-0.6695699166,-0.3790486432,-0.2779147961,-0.1825862966,-0.1187336485,0.0361912771
292,2016/07/19,Tue,-0.7755632708,-0.3258661214,0.0516897538,0.0378984272,0.0373916339,-0.0065837551,-0.0062615109
293,2016/07/20,Wed,2.7278922805,1.792188671,-0.7673841294,-0.6860388514,-0.6857096615,-0.6557962142,0.6010513613
294,2016/07/21,Thu,-3.0272099812,1.1738964372,-0.7790374523,-0.7112185422,0.6567807705,0.5922772458,0.0104844474
295,2016/07/22,Fri,-4.1090891832,-3.061736428,2.9359733834,-2.2884916336,1.4727316341,0.4613019366,-0.3491144567
296,2016/07/23,Sat,-5.9506731207,5.6429170489,4.7483509663,-1.8413233032,0.451588196,-0.2523425385,0.1410062471
297,2016/07/24,Sun,6.2579766452,2.3755763652,-1.9759444197,1.9638687396,-0.9944356534,0.993646901,-0.7633738634
298,2016/07/25,Mon,-0.7391806966,-0.6357467026,-0.0785612053,0.0603550122,-0.032384865,0.0037172907,-0.0009753236
299,2016/07/26,Tue,1.3005756803,0.8886335695,0.4900162601,0.4854137116,-0.2640753066,0.1475623894,-0.0039179517
300,2016/07/27,Wed,-2.304763984,-1.5141990507,1.29542754,0.8248479502,0.6146050631,0.4199361093,-0.1798093643
301,2016/07/28,Thu,-3.7931285651,-3.7927942391,3.7897859244,-3.6434906825,0.0322496629,0.0240296483,0
302,2016/07/29,Fri,4.9995593005,4.2541426299,1.079800788,0.4450058651,-0.1167583488,-0.0903581981,-0.0379655363
303,2016/07/30,Sat,-4.6095279679,-0.650496624,-0.0230264764,-0.0038536121,-0.0015257419,-0.0009921714,-3.51211847726103E-05
304,2016/07/31,Sun,6.7785512277,4.6315245353,2.0201077653,-1.0535892293,0.3211451874,-0.056545838,-0.0079797491
305,2016/08/01,Mon,0.1498772097,0.0185207948,0.0179348795,-0.0115417789,-0.0084623205,0.0070387445,0.0046243608
306,2016/08/02,Tue,1.9998237202,-1.9876021054,-1.4572906238,-0.8035889323,0.7620290334,-0.6262490517,-0.5328775253
307,2016/08/03,Wed,-0.0265539279,0.0007050374,-0.0006992412,0.0005168656,0.0002656578,0.0001780516,0
308,2016/08/04,Thu,-3.9968273367,-2.7308790996,2.4730250219,-0.2838657166,-0.1939545763,-0.0034333694,-0.0004845171
309,2016/08/05,Fri,-1.2262599273,-0.9489911309,-0.7846530836,-0.7717751575,-0.7017731648,-0.638120533,-0.4192366385
310,2016/08/06,Sat,2.6169885315,-1.4042051727,1.3499993311,0.9224028579,0.7933304779,-0.0910622912,-0.0902069755
311,2016/08/07,Sun,-6.7124699226,5.7426521271,-0.659169255,-0.3634835147,-0.2363689097,0.1788845807,0.1198936651
312,2016/08/08,Mon,-0.9537526528,0.4974306518,-0.3676911357,-0.3356818761,-0.0473714291,0.0183697702,-0.0141126616
313,2016/08/09,Tue,-1.6924408084,-0.4584920114,0.4407930698,0.0660648353,0.0654443118,0.0274975426,-0.0228717614
314,2016/08/10,Wed,-2.8448464238,0.5009080977,-0.4116552092,-0.0580927864,0.0558502592,0.0363187444,-0.0155510569
315,2016/08/11,Thu,-3.9521264964,2.6746883828,2.0699164155,-1.1868525492,1.0747879874,-1.0619245208,0.8277341325
316,2016/08/12,Fri,-4.8069874594,-0.678362109,0.6432786733,-0.4139743566,0.3748862198,-0.3594874964,0.3255440982
317,2016/08/13,Sat,3.3966458214,1.063927235,-0.009417149,0.00863102,-0.0013690754,0.001369062,-0.0010281481
318,2016/08/14,Sun,-6.464209129,1.8062002142,-1.7845829311,1.7845654539,1.2193252521,0.5318267001,0.3633768231
319,2016/08/15,Mon,-0.6298879943,0.318953638,-0.0028231573,-0.0014936836,0.000039659,-3.81280867677554E-05,2.97195499348327E-05
320,2016/08/16,Tue,-1.6635494853,-1.5187296019,-1.4984205301,0.1719959215,-0.1413493161,0,0
321,2016/08/17,Wed,-2.6937830421,1.6967815974,1.6137320337,1.0602003201,0.8766040307,-0.1160200776,0.1115414116
322,2016/08/18,Thu,3.9343509817,-3.7523976857,0.4966364008,0,0,0,0
323,2016/08/19,Fri,-4.2775998949,3.2124229678,-2.02346666,0.4962592159,-0.2662792556,-0.2449838485,0.0950002374
324,2016/08/20,Sat,4.9609720769,-4.9201871984,1.3747765573,-1.318306613,-1.2705778313,-1.2497247845,-1.1497793423
325,2016/08/21,Sun,-4.6454371895,0.7368716448,-0.7066041075,0.0187611545,0.0145190826,0.0097311128,0.0042443684
326,2016/08/22,Mon,-0.8462204042,-0.1268291529,0.1225318984,-0.1210653906,-0.0667586865,0.0269730225,0.0033331406
327,2016/08/23,Tue,1.7879933272,-0.4995930463,0.369289536,0.3330210005,-0.1686303924,0.129551085,0.0842454953
328,2016/08/24,Wed,2.7053650429,-2.1087402569,0.5171727348,0.4984486958,-0.330787444,0.002927902,0.0026937461
329,2016/08/25,Thu,3.9465103682,-3.7639947328,1.4596080331,0.1803683226,-0.1720267662,0.1340890273,-0.1147158418
330,2016/08/26,Fri,0.0885096255,0.0563574426,0.0084466962,-0.0023601378,0.0021192331,-0.0009411783,-0.0002948041
331,2016/08/27,Sat,-5.6896928476,5.6896371259,0.8527469364,0.821873563,-0.81511682,0.5245587568,0.2076860046
332,2016/08/28,Sun,6.3125184335,-4.6660917733,4.6660460762,-1.2242531566,0.9049443012,0.8964444812,0.6008232459
333,2016/08/29,Mon,0.7625584505,-0.4148478953,0.3510527537,-0.2919968138,0.2399681898,-0.2301113224,-0.0584076297
334,2016/08/30,Tue,-1.3272677684,0.9967611671,-0.2615250654,-0.2225325999,0.025543363,-0.0164381282,0.0148860132
335,2016/08/31,Wed,-2.3383982088,1.2195939291,1.1220581708,-0.1287952382,-0.0215546173,0.0177139689,-0.01175559
336,2016/09/01,Thu,0.1415932109,0.1364668834,0.1255530861,0.0133070592,0.0128252823,0.0097800274,-0.0094486582
337,2016/09/02,Fri,-4.9694432696,-1.4727868388,1.2103624937,1.1941770326,-0.6672930482,0.0765951083,0.0651750476
338,2016/09/03,Sat,-5.540750682,2.1486013609,0.9371441867,0.3557471859,0.0963739718,-0.0639570333,0.0631915714
339,2016/09/04,Sun,-3.108788681,-2.956627941,-2.2881068124,1.1933644009,-1.1316461494,0.7128103233,0.6870033009
340,2016/09/05,Mon,0.9510546533,-0.8048018531,0.3120873788,0.0977547497,-0.0803365969,0.079676138,-0.0242861331
341,2016/09/06,Tue,1.8185948537,-1.8181496132,-0.0643594104,-0.0636745134,-0.0636689012,-0.0336861133,-0.0326204349
342,2016/09/07,Wed,-0.4758680064,-0.4708039365,0.3616973187,-0.0096034812,-0.0052956158,0.0027619337,0
343,2016/09/08,Thu,-1.2192424844,1.1259197712,-1.0397401233,-0.6830953272,-0.6827675498,0.179141036,0.0781350061
344,2016/09/09,Fri,-2.0201882266,0.8650095878,-0.3841617165,0.2003599282,0.1342870695,-0.0352335502,-0.0012472079
345,2016/09/10,Sat,0.6359250705,0.4921364862,-0.3637777907,0.3112191679,0.3070574182,0.3037897889,0.2988039135
346,2016/09/11,Sun,5.8565894698,0.6207253452,0.1944290441,0.0848030964,-0.0342636434,-0.0149445936,0.0045552709
347,2016/09/12,Mon,0.8600694058,0.1062814623,-0.0705319796,0.0453900185,-0.0138353597,-0.010707056,-0.003173235
348,2016/09/13,Tue,-1.9835577069,-1.8864717871,0.7622056188,-0.2194415256,-0.1635087687,-0.1218325354,0.109396806
349,2016/09/14,Wed,0,0,0,0,0,0,0
350,2016/09/15,Thu,-3.9521264964,-1.5647462766,0.3837571311,0.3837233068,-0.1550386613,0.1326386723,0.1284425764
351,2016/09/16,Fri,-0.8803780997,-0.6559813083,-0.649000517,-0.4949008286,-0.1466730552,0.1354464718,-0.1216211362
352,2016/09/17,Sat,-4.5408149718,2.860204835,2.8219570091,-0.6920905594,-0.2907936396,0.1624923013,0.1624779792
353,2016/09/18,Sun,1.8963405182,1.5679487265,-0.6080217214,0.460152356,-0.4573402057,-0.3124830531,-0.2852799193
354,2016/09/19,Mon,-0.1323517501,-0.0680259482,0.0344460029,0.0219330792,0.0055671279,-0.005309663,0.0029669816
355,2016/09/20,Tue,0.2822400161,0.1597782286,-0.1584646683,0.0279017647,0.0004939149,0.0004858087,-0.0004670553
356,2016/09/21,Wed,-2.8448464238,2.1855665258,-0.9706377824,-0.751167535,0.4307058474,0.1634992729,0.1246777522
357,2016/09/22,Thu,0.423950047,-0.1815280629,-0.179596286,-0.1179923531,-0.11715138,-0.1120407599,0.0029748115
358,2016/09/23,Fri,3.2849329936,1.8113996988,1.7458186724,0,0,0,0
359,2016/09/24,Sat,-1.0564537197,0.8787315208,0.726560423,-0.6215869578,0.1894663067,0.0513275192,0.0072433399
360,2016/09/25,Sun,0,0,0,0,0,0,0
361,2016/09/26,Mon,-0.7794660696,0.5761662724,0.4393604599,0.3927867852,0.0996984627,-0.0754520453,0.0210824708
362,2016/09/27,Tue,1.490226321,-1.376162084,-0.8949014693,-0.1262885026,-0.0178218345,-0.0055823115,0.0041922448
363,2016/09/28,Wed,1.541935368,-0.9922942085,0.5398289976,-0.4054046926,-0.3091447742,0.1727467144,-0.0482681093
364,2016/09/29,Thu,3.5759866544,0.1265838582,-0.1216974038,0.1209536688,-0.0537170566,-0.0528354386,0.0439471834
365,2016/09/30,Fri,-3.8973303481,-2.6121045072,-2.5175342725,0.6174302788,0.5950764541,-0.5643003741,0.4237823843
366,2016/10/01,Sat,5.5201562292,3.1250025982,2.053084828,-1.362496659,1.3461897868,0.3416944186,0.0867300264
367,2016/10/02,Sun,-2.0153232167,-1.3507284186,-1.3363542998,-1.2294807521,1.1658946403,0.3651917586,0.2677550624
368,2016/10/03,Mon,0.7451131605,0.0789726899,-0.0207204479,0,0,0,0
369,2016/10/04,Tue,-1.5136049906,0.9740625303,-0.7315085378,-0.1981698971,-0.1048482615,-0.0266129383,-0.022645043
370,2016/10/05,Wed,2.0106875275,1.6822530572,1.5039286205,-0.4584134169,0.4407175093,-0.239759629,0.1994260037
371,2016/10/06,Thu,-3.0730186453,0.4067193958,-0.3929388357,0.1197719306,-0.0606483904,-0.0230225984,0.0152785764
372,2016/10/07,Fri,-2.7939452443,-2.5195472652,-2.3962271507,2.3943265452,0.0423841892,0.0125613419,0.0051767612
373,2016/10/08,Sat,5.7827723177,1.8113307322,-1.811312993,-1.7984031279,-1.7415096757,1.7308667074,-0.7686998326
374,2016/10/09,Sun,4.6916042309,-3.0192262292,-2.9870963683,2.3283402658,-1.9134715601,-0.8345888547,0.7062461179
375,2016/10/10,Mon,-0.8218178366,-0.4531722822,-0.0679201972,0.0369500211,0.0052143873,-0.0039159383,0.0037550883
376,2016/10/11,Tue,0.7592154781,-0.7545756495,0.3048769687,0.3048500968,0.1681024772,0.1653435365,-0.0887188639
377,2016/10/12,Wed,0.8127173649,0.5174880353,0.1620921472,0.1254416023,0.1193018196,0.0353573107,0.0236975012
378,2016/10/13,Thu,-3.9521264964,-0.557724123,-0.0787060327,0.0422315256,0.018419903,-0.0081805123,-0.0032388706
379,2016/10/14,Fri,-4.9960341709,-4.596481525,4.4076777123,-4.4065985954,1.2686743508,-1.2165626317,0.3191954425
380,2016/10/15,Sat,3.3085600875,1.3099421495,-1.2493608001,0.945519371,-0.2722181629,-0.1501083581,-0.1341963714
381,2016/10/16,Sun,6.9255077264,-6.3954186097,6.3004227275,-4.1811740068,4.1467999625,-3.9550214647,3.7721122137
382,2016/10/17,Mon,0.8366556385,-0.6521446822,-0.4859215852,0.4453576035,0.0745331336,-0.0118226446,0.0117503923
383,2016/10/18,Tue,0.8723295105,-0.4417176918,0.3393516757,0.3286161026,-0.0946096659,-0.0033490216,0.0027522857
384,2016/10/19,Wed,2.5802082174,-2.4608804321,-0.0435623211,-0.0416619553,0.0402503553,-0.0364498509,-0.0187344381
385,2016/10/20,Thu,1.6806681473,1.5462584571,-0.4056993365,-0.3689013627,0.3156024861,0.1249549617,0.123284013
386,2016/10/21,Fri,-4.7687632638,-0.5054293525,0.3795709978,-0.2064946359,-0.1990185774,0.1887257627,-0.1082119311
387,2016/10/22,Sat,-0.9517360128,0.1509669064,0.1031499073,0.0408396425,0.0311426145,0.0084367145,-0.0044001769
388,2016/10/23,Sun,-0.8034936965,-0.7903065534,-0.7773358411,-0.0137603408,0.0104138603,-0.0099322469,0.0097847159
389,2016/10/24,Mon,0.6367380071,-0.6315032907,-0.0223541447,-0.0172996642,-0.0018335484,-0.0003068548,-0.0003046677
390,2016/10/25,Tue,1.9787164932,-1.0617256827,-0.0375832871,0.0284431255,0.0280627724,-0.003714157,-0.0035521304
391,2016/10/26,Wed,0.8127173649,0.8018493768,0.4421611407,-0.4421568104,-0.4349000203,-0.4318003348,-0.1814282672
392,2016/10/27,Thu,1.5184309561,-0.4371613084,-0.1369315044,-0.0370955371,0.0335929158,0.0099558847,-0.0017529886
393,2016/10/28,Fri,4.1341433975,1.7370307811,-1.7162413438,0.4941115751,-0.2761041371,0.2073506857,0.1892998238
394,2016/10/29,Sat,5.9361494797,-5.9346961522,4.0164359285,-3.9918900985,-0.4230904987,-0.41743276,0.1787374735
395,2016/10/30,Sun,3.9627534583,-1.0397268589,-0.018405167,-0.0164541579,-0.0084570827,0.0057235164,0.0022660841
396,2016/10/31,Mon,0.7738906816,-0.3001005941,0.2253717189,0.2232548825,-0.1436730304,-0.0592103116,-0.0582385369
397,2016/11/01,Tue,-1.5019744935,-0.8502792312,-0.4688666546,-0.3048982841,-0.302034483,0.2735158924,-0.036200307
398,2016/11/02,Wed,-1.212112936,-1.1151754623,-1.0056522375,0.836476131,-0.5551139039,0.5264046014,0.3423145113
399,2016/11/03,Thu,2.055913824,-1.5559207121,-0.6786377766,0.6524406563,-0.6446320013,0.6197475892,0.61533043
400,2016/11/04,Fri,-2.6077550104,2.0326565485,1.3354281122,1.2143013461,-0.2138088623,0.1936206793,0.1024413491
401,2016/11/05,Sat,5.8101867666,-4.2947779018,4.2309843895,1.8454062707,1.649787049,-1.6252815419,-0.8353596974
402,2016/11/06,Sun,6.9966411101,5.2132893703,-4.999149728,3.2171434843,-3.2171119774,-0.4821717663,-0.4770406133
403,2016/11/07,Mon,0.7331903201,0.1098885193,0.1098788338,-0.0269480021,0.0259077417,0.0256320379,0.0235821423
404,2016/11/08,Tue,-1.3272677684,0.898257605,0.8918554069,-0.6749583974,-0.2672330049,0.2196168499,0.2088676271
405,2016/11/09,Wed,-1.5190969233,0.9775967984,0.970629122,-0.4310686897,0.4309631526,-0.3869737441,-0.2516443202
406,2016/11/10,Thu,2.9327612803,2.826581791,2.7801912111,2.7799461654,-2.5478805626,0.0225520789,-0.0224142553
407,2016/11/11,Fri,4.1341433975,3.5556502554,0.5329109388,0.5068274281,-0.5067033433,0.5025376608,0
408,2016/11/12,Sat,5.1054211472,-4.3677897925,4.3155144424,-1.1322824705,1.0799174099,-0.7166697854,0.4756063534
409,2016/11/13,Sun,-6.9162213687,1.6962170226,1.6348061405,1.2466352373,-0.6501838573,-0.6183603829,0.5944901212
410,2016/11/14,Mon,0.4201670368,0.3130719887,0.209829981,-0.0550541106,-0.0358010187,0.0339494666,-0.0003004972
411,2016/11/15,Tue,-1.146763744,-0.5894118585,0.3911536811,0.2490624154,-0.1391733502,0,0
412,2016/11/16,Wed,2.9718220671,2.2143437328,1.8633060015,1.7142900385,1.4586954359,1.2204257613,0.1829140077
413,2016/11/17,Thu,-3.9755546157,3.3641954337,-0.3861585464,-0.3321231515,-0.3290036369,0.2117263864,0.0663187982
414,2016/11/18,Fri,-2.1409133475,-1.9467269979,-1.7555357228,0.7093025197,0.2980255379,0.2978825329,0.1299258621
415,2016/11/19,Sat,5.4776715044,5.4262216843,-5.2423691932,-4.3345411974,-3.1780436479,2.4415468464,-0.0216108863
416,2016/11/20,Sun,-6.7124699226,0,0,0,0,0,0
417,2016/11/21,Mon,0.8600694058,0.1062814623,0.0546263819,0.040702836,0.037447669,-0.0042984237,-0.0031515627
418,2016/11/22,Tue,-1.0880422218,-1.034787618,-0.5474882125,-0.5236045475,0.3002253556,-0.2718775858,0.0359834743
419,2016/11/23,Wed,2.5802082174,-2.5781616845,-1.6765471934,-1.6607999819,0,0,0
420,2016/11/24,Thu,-3.3848816167,2.6384003699,2.37927871,-1.0187659095,-0.6624910829,0.6623288875,-0.2018848796
421,2016/11/25,Fri,4.3003470291,-4.2364707944,-3.1566501429,-3.1048423972,3.1048119901,-0.492493564,-0.4531069025
422,2016/11/26,Sat,-3.1293060125,-1.238970953,1.0182084282,0.9859968559,0.3742920371,0.1980314364,0.1807918594
423,2016/11/27,Sun,6.6573825728,2.6358251949,-2.366780404,-2.2919060305,-1.77368472,1.7732504747,1.7723995957
424,2016/11/28,Mon,0.4361647552,0.3375438397,0.335138046,0.1326895812,-0.1103678422,-0.0165416242,0.0070828368
425,2016/11/29,Tue,-1.9178485493,-0.2369945342,-0.0938320965,-0.0610178714,-0.0102116886,0.0031126311,0.001232369
426,2016/11/30,Wed,-2.9992655201,-2.2347922108,-2.1254095311,2.0938392515,-1.9855503689,-1.9529630108,1.3217105986
427,2016/12/01,Thu,2.7330468589,-1.7215134042,0.4810175255,0.2544980445,-0.1688935258,0.090623692,0.0245504827
428,2016/12/02,Fri,-3.8412733066,3.711122401,-0.0985345825,-0.0751383785,0.000665073,-0.0004501028,0.0003046169
429,2016/12/03,Sat,5.5201562292,-5.5201021678,-4.6450058074,-4.6118992163,3.9455719206,-2.057816989,1.5573610322
430,2016/12/04,Sun,-3.8081477762,-2.4247924259,2.0744583652,-1.9943790694,1.9927971961,0,0
431,2016/12/05,Mon,0.9928726481,0.3931032523,0.0416640356,-0.0374112908,0.0311177668,-0.0157569679,0.0082180624
432,2016/12/06,Tue,-1.93223554,0.5398965561,-0.301688283,0.2980775643,-0.0782080573,0.0600837046,-0.0313367163
433,2016/12/07,Wed,-1.5646530063,-0.1658336789,-0.0683431245,0.0090453321,0.0089808629,0.0026616456,0.002661411
434,2016/12/08,Thu,3.9714905923,-1.7637892857,1.5089569726,1.2624773595,-1.1658453817,0.0103192581,0.0086833562
435,2016/12/09,Fri,-2.0201882266,0.5644718998,0.2234886217,0.2205000407,-0.1834063646,-0.0258823076,-0.0200300767
